# All selected users with their review requirements (ADJUSTED TO 30K)
# Format: USER_ID\tCATEGORIES (category:reviews, ...)
======================================================================
AE22CFXT3QZKUQJORVTGL3VQXAAA	Clothing_Shoes_and_Jewelry:1, Video_Games:2
AFKLPN6CZAND27DTUE777T2VHYXA	Appliances:11
AFKMF2G5SKJCBEYHUD6R3MW5XAAQ	All_Beauty:11, Software:1
AFKMXDOA4EWLDAMZHNI2AJNHWC4Q	Digital_Music:9
AFKNBIYZA3RAZVLHTOWE3UP2WIAA	Digital_Music:9
AFKPKKYN6747GTCEC62R5FNJDZDA	Video_Games:3, Software:2
AFKTATA7CEJNGV3UBTMU77FEOJAQ	Video_Games:1, Software:1
AFKVE5HRFK3X27DPXME72PUR5NXQ	Video_Games:1, Software:1
AFKVNPKETC3MZRQMQIS3QQ4A3HPQ	Video_Games:1
AFKW5QPFIIVG2LBCG5WH2KIKK7IA	Video_Games:1, Software:1
AFKX24ALWAPX366KX6DWTOBWLQAA	All_Beauty:15
AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_1	All_Beauty:11, Health_and_Personal_Care:5, Video_Games:1
AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_2	All_Beauty:11, Health_and_Personal_Care:21
AFL2PWRT3V7FKMYGTLBBPJRRZKVQ	Video_Games:1
AFL3PDKHI4E6HODBGST4CNSNTY2A	Appliances:11
AFL3XIAF6EEUPPFYQ7DUPIPWIVQQ	Video_Games:1, Software:1
AFL5ANU4SZMF3IGO4X4GQNTNJVMA	Video_Games:1, Software:1
AFL5OB2GSBEQMSEYKWV732IWQ3GQ	All_Beauty:15
AFLE226BK54BANOZHXQEAHNDLQ7A	Video_Games:1
AFLE2LZCNUNPF73VUIAMUZH3HIHQ	Appliances:11
AFLGJMNYVAAQKGCL7IBP3YSK7Z2Q	All_Beauty:11, Video_Games:1
AFLI33M7ADMQ2B3DSIJLODWUHTAA	All_Beauty:15
AFLJEP5JNLUN34W7NXK4RVC3YU2Q	Video_Games:1, Software:1
AFLKX7ZNVK2DN6LG3EAP6ZNYUFHA	All_Beauty:11, Health_and_Personal_Care:5
AFLLV3ULYDN5ESYELAGS7726NA5A	Appliances:11
AFLLXWQCXL6L2JH5DOXQGUQF3Z7A	Video_Games:1, Software:2
AFLOFC2VEB5BPAKOX2YLRARJHCXQ	All_Beauty:14
AFLQBRJOSKH6CE3J3NXLL4KJTFBQ	Digital_Music:9
AFLQNXKMH3WOV24QCTCAABBDIKAQ	Digital_Music:8
AFLQR5RCNMENTW7CLQ2O2RADNWUQ	Digital_Music:10
AFLRFBVLFRLM6CAEBI4HBVXJJFIQ	Video_Games:1
AFLTDVX2FFBAIE2UH2IKZIGGWOYA	Software:1, Appliances:5
AFLVX5FNM7RQL4KWCQBRTX43ICKA	Digital_Music:8
AFLX66DKF6R3H6OEOC3TIVAYXZIQ	Video_Games:1, Software:1
AFLX6G74ZZC572FSYFBOKYT5NOWQ	Software:1
AFLZ3DR2DVQW7BYGPKC7GQ3NRGFQ	Video_Games:1
AFLZCTCJFT24FL5HPMP6RNELX3VA	Video_Games:1, Software:1
AFM3ZDF66ZCRI2FFIEY4BF5TMSKA	Video_Games:1, Software:1
AFM4TOSFNE4M5RTN5UPM56XGPJPQ	Video_Games:1, Software:1
AFM6C5FPCG4CW6AVII5IFBZMIUVQ	Video_Games:1, Software:1
AFMEGMQDBRZ4P76PZHMTLSPFYMHQ	Digital_Music:8
AFMFEKNVDTAHH7S74Z2UZUOAXOGQ	Digital_Music:9
AFMGNRZFYXIWMSDBLNLFYRUQ3IAA	Video_Games:1, Software:1
AFMHO73ZLBHUMB36EHB4GUFLM3SA	Appliances:12
AFMHRX7MBV6QO4CCYTSLDNWRR3XA	Video_Games:1, Software:1
AFMKSHJJSDMT2T7QS7VGCKB2GPGQ	Video_Games:1, Software:1
AFMLLEKWSB3ZZ7CUD4DSJGQI2Y2A	Video_Games:1, Software:1
AFMLO4IQUOAYFLDXSR5N4RPE2TLA	Video_Games:1, Software:1
AFMLQJZAIMCYLLJKQYF6IX6YB5DQ	Video_Games:1, Software:1
AFMMX2YDHVVME6NFWKZRFIYPEV6A	Video_Games:1
AFMNL3VQVNMK6AYV6ZNNYFTUTJLA	Video_Games:1, Software:1
AFMQLU4XIJO73IKTAQ4DXDQTFWCQ	Video_Games:1
AFMRQSN5CW375ERGZZFGF42MS3KA	Video_Games:1, Software:1
AFMTB6XAI3YBCJVTOGKOFJU3LUOQ	All_Beauty:11, Health_and_Personal_Care:5
AFMUAWB5XUFMSNFCKORZZC3DR22Q	Video_Games:1, Software:1
AFMUUMXTKB6C52CCENIFBK4QLT4Q	Digital_Music:9
AFMV6A4RYHIPEFIPKZ4K6WZ32D5A	Digital_Music:9
AFMVQIVWXC4XEOEHBPDWXAMFNL4Q	Video_Games:1, Software:1
AFMWLTOQZZUJM56V3VJRNAGZ3SGA	Video_Games:1, Software:1
AFMXMXOKL6LRMD4PPWSHGNFGDSXA	Appliances:15
AFN222ZYTTHXQ7NAG4AEIRZWRIIA	Video_Games:3
AFN2MOHNK2A4IIP42MBXCAKMYGOA	Video_Games:1, Software:1
AFN4H4QFJVA2FQWYEHKFUUOD5OLQ	Digital_Music:8
AFN5U2DF5R743MCFSN3FYTGQXGWA	Video_Games:1
AFN6RQAVUB7FV3C7IYGDHQW3BZPQ	All_Beauty:13
AFN7RCN7BG2WH2ML4CF5HND5DYUA	All_Beauty:13
AFNACT4MLU243POBVE666TFVUPGQ	All_Beauty:15
AFNB2YHAU7YCO54NSRCC3FU4I3NQ	Appliances:10
AFNCHMAKUAJOGVCKOA4XGLINHPDQ	All_Beauty:11, Health_and_Personal_Care:5
AFNCOLSRDPRIZQWM5BSXHVYCEUTQ	Video_Games:1, Software:1
AFNCZCYPCUY4I2HSBF4ZJVVY2RYA	Digital_Music:4
AFNEJL2DWKSQKOGSY6PKBIMBZZCQ	Video_Games:1, Software:1
AFNEYSPZQGLQ5KE3QMP5FR6GC65Q	Video_Games:1
AFNKM2CSD2FY5LWJC2OND2NVRCMQ	Appliances:11
AFNMWFSQXKIUBMGHHG4UYA2KCBBQ	Appliances:10
AFNRGRORFAGSB7WGANETBDDYDEAQ	All_Beauty:15
AFNSJUYBQGNQ2OYPIRLDRFA4UUEQ	Digital_Music:4
AFNU5LWZDFLXL46FGTOOOW5HKQ4A	Digital_Music:4
AFNUOI26U77KR56IXZLZNMVLNSZQ	Video_Games:1, Software:1
AFNW7U6LJABZIQPGE3Q666M4XMZA	Digital_Music:8
AFNWGINML4PR36QYCYLEMUS55MOQ	Video_Games:1, Software:1
AFO7CA5XK3H6C34ENRN5IWUJKBDQ	Video_Games:1, Software:1
AFOF2W2DVO4KVTVUDPSYDFHNOJHQ	Appliances:10
AFOH6AAA4FDSGCJX6OPBF6TD3VNQ	Digital_Music:9
AFOHEGEBCTPWINNSOPTRXCJHBCMQ	Health_and_Personal_Care:11
AFOIMO2ZP3DH5FXVTKEIGH6WGOWQ	Appliances:10
AFOJWVCMVOTEP42B6A7OMSKJHDZA	Video_Games:1, Software:1
AFOMAEILDMW6ROHTFX2M5EHS74TQ	All_Beauty:15
AFONFQ6C444DIXO27I5RC7DVAAVA	Video_Games:3
AFOOMWRAM34H5KWBM4YINK3A5NMA	Video_Games:2, Software:2
AFOPM3JM5G7NZSJFT256NDUBXYQA	Video_Games:1, Software:1
AFORTCN2TN3PYEAF5Y56HXV63GEQ	Video_Games:1, Software:1
AFOUJS3P2NFKMAIFLPXY2IS4BM3A	Digital_Music:9
AFOVMGCQJR27LY36DL56JQA22CZA	Video_Games:3
AFOYL43EGSXDDBRRWSTBZWMPTFOA	Appliances:15
AFOZ2MWPNNC7TZSCT5KLE7USLCFQ	All_Beauty:13
AFP2RPVGPECQI45NKGAJ2JRTI6UA	Appliances:10
AFP2SRZFGIX33IC44ISFZ5SUKLZA	Appliances:15
AFP2Z2JLDXU6PYRZFQ2A4ZYPLM4Q	Video_Games:1, Software:1
AFP6CA4UTMGHQTVYALR5BX5QZYIA	Video_Games:1, Software:1
AFP75EHHKSNCVLFNOJLERR5IP7RA	Video_Games:1, Software:1
AFPEFANN7TJL7KJVKPEVZJ7CGZFQ	Video_Games:1, Software:1
AFPES2B3CFU46B55AGUMXYM2DUBA	Video_Games:1, Software:1
AFPF2CONJ33FNFKOEQ2TUNWQJTFQ	All_Beauty:11, Video_Games:1, Software:1
AFPFCIQEMRVBZNHEYLCPABTCHOXA	Appliances:10
AFPFMUN6VPG2BKMSGFHYQFBIBC6Q	Software:1
AFPGFFTONOJBYYXRG5XOCOIXCNMQ	Digital_Music:8
AFPGWUISPGDRW57TH4IMWVNIXLIA	Video_Games:1
AFPJYJBA5EGDLQWQ2SGS7OP3ISVA	Digital_Music:10
AFPK4AFUF5LEFX6MTPWKWS2BWIUA	Video_Games:4
AFPMVI6ZRR7KS7AWRIBCKILWDVIA	Health_and_Personal_Care:14
AFPPLK3OLQ2YQW5W7X7CMEEKDKVQ	Video_Games:1, Software:1
AFPPNF3RSFMMNC5UAM6V4B475MBQ	All_Beauty:11, Health_and_Personal_Care:20
AFPPTJOEUPVXA5C63SNRGID3EQNA	Appliances:13
AFPQJSBCMEKL3PT54KPROBQ2TAXA	All_Beauty:15
AFPQZQCDCQ344IXLM6A5LO4DUL7Q	Video_Games:4
AFPRWDYLA7FQ42TG7SHTOBLXQAAQ	Digital_Music:9
AFPTCQK4EPWRH3AV4APY6SY5GBQA	Digital_Music:8
AFPTVPEOL2FQIZGAPJ6FW3KLWSYQ	Appliances:2
AFPUFFXKUEILDD4ZFRSWMQWYU5UA	Appliances:13
AFPWJAJPJCYSWHQU6RGUM4OMVE3A	Video_Games:1, Software:1
AFQ3SYSQU74LZ3Q763TUBQNHNDGQ	Digital_Music:9
AFQ3ZL3EUV3BIWZFLXYT2YD4LLNQ	Video_Games:1
AFQ54H4TBDIEJS4RTVDN457U5KNQ	Software:1
AFQ67MCWNIGBQPMBJTAXCUP7TX3Q	All_Beauty:15
AFQ7XUI5G6YUHV3GZF7RTX6EG2YQ	Video_Games:1, Software:1
AFQCRWTABYUTVQHCFGLCRQET2LJQ	Digital_Music:9
AFQDS3WWJIFUVBDHJ4BXQLZL42MA	Software:1
AFQE56PVYIZXJGNWJYBUNSIE5TKA	Video_Games:1, Software:1
AFQFPEE2S7PCKPJYYAIDWJFLX2MA	Video_Games:1
AFQHBUU6ECKNQQUKG2FRVM7PWPUA	Video_Games:1, Software:1
AFQJRMDKQDCOXOZJTEXOAALOVS3Q	Digital_Music:9
AFQMMW3VP54Q3H7UTYY2UQ4EL7RA	Appliances:15
AFQP35CXVSWFV5EVHU3DVEDWR27Q	Video_Games:1, Software:1
AFQPJUUEQHEDHYZAJHZRKGKORWTQ	Video_Games:1, Software:1
AFQPRFHOBZZ2PAXE7PBEFCXRUAMA	Video_Games:1
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA	All_Beauty:11, Health_and_Personal_Care:5, Video_Games:1, Software:1
AFQRNCF4VRLK654LPYWZYBZM3MVQ	Health_and_Personal_Care:14
AFQSVJO3A43N5AJKZAV5OW3FOUAA	Appliances:11
AFQTRY3GRJBUYIUUOMM7BRFTCFYA	Video_Games:1, Software:1
AFQWSYJOLRCF2K4W2ZOXBDCUEBDA	Digital_Music:8
AFR2NPH22VZK7MEABTDMVCEW2V5A	Video_Games:1, Software:1
AFR2XB7TRMQJCRB6INYP2W73EH5A	All_Beauty:15
AFR3BA3H3WXTIAQ3G5KJ67EORHLA	Video_Games:1, Software:1
AFR3BUNZRRJL6IUL5PZE24UZHBLA	Video_Games:1
AFR4BTNWATNG7O4SOME4XK6NNBYQ	All_Beauty:10
AFR6WKVQW3JXRBTMYQKZTPE22IDQ	Video_Games:1
AFRABD3624KGEMODUN55B4LGZBXQ	Software:1
AFRB7AVSGLDXGFHX76G5F7JH5ZFQ	Appliances:15
AFRBTBPKPG2OODQEF2SY3YXGK4XA	Software:1
AFRBXV63S667Z6GJU4OEISNJZ2VQ	Digital_Music:8
AFRDLPME7D7ACBA3HF2UWOZMYMYA	Video_Games:1
AFRDOQ4FWDVLDUY4JTMR2RF5YCRQ	Digital_Music:9
AFRGJPSKM5ABJOJV64EKP4WZ2DOQ	Software:1
AFRGSROI7T5UAGPS3UJDGCTK4HDQ	Video_Games:1, Software:1
AFRL37QX5ME4B7MB6C3DQM3IHY4Q	Digital_Music:9
AFRLKFB6MRFH77FJDOJ5J7QYLNSA	Digital_Music:10
AFRLN6RSQIM2AI6LGY76KNOXRVDA	Video_Games:1
AFRMAHOYRGNUBV72XKJ2HXFPPB5Q	Video_Games:1, Software:1
AFRMOOG7VG4WSGTOQCQMGLIGC5LA_1	All_Beauty:11, Video_Games:1
AFRRMYV4YWGLJX2BUOOUZMGZCR5A	Digital_Music:9
AFRT43YKHA2L7FIZDGJEVBWJ4X6Q	Video_Games:2, Appliances:1
AFRUBJ22O26J35OD5MJLBC6RUJKQ	All_Beauty:15
AFRVEZ6EJNYZOHC7WT5T4OJP5XCA	Video_Games:1, Software:1
AFRVKY6SU7KLE3MH4KLSPUUL66UA	All_Beauty:10, Video_Games:3
AFRXD22RW77FSKDBET5TUQ7VTOJA	Video_Games:1, Software:1
AFRYPSUWNLA3JHPZ2JFJ2UPHICAA	Video_Games:1, Software:1
AFS2ZHVJHAA24KE2RFLZALHEHHMA	Video_Games:1
AFS4L6QQZD5YUFBTTYCTCREPOL6Q	Appliances:15
AFS4OMQMGDGAUR3OLIGSRILEMH4A	Appliances:2
AFS5VAOVRR6LTUJZBKGWWK2MUI2A	Software:1
AFS63XGV7E5FAJIXL54AD4YHXX7A	Appliances:10
AFSC2NZ7SPFLUJIXW6PVZXFTRGTQ	Appliances:13
AFSCJNRG4BAGAB37REW4XCDPE6XA	All_Beauty:13
AFSHM4MWAXXFFS34CSYACQOQ74PQ	Software:1
AFSHXT5PTGDSFW2725SDXIE6ZVEA	All_Beauty:11, Health_and_Personal_Care:22, Video_Games:1
AFSIJ7I3LCRCTCDKPZOR3ABMEWCQ	Video_Games:1, Software:1
AFSJQLEMIXKHZTN4BVP3HFFLG7JQ	Video_Games:1
AFSKPY37N3C43SOI5IEXEK5JSIYA	All_Beauty:11, Health_and_Personal_Care:5
AFSL4PLZMBKEFBX33FZDPMVMHQQQ	Appliances:3
AFSLRB44YEMHY2UKKUXWCWKQ3EHQ	Video_Games:4
AFSO4R3Q7D5W2GNGBT23QSMJANTQ	Appliances:10
AFSO75CI3WBEETGX7S7HMRPLPUFA	Video_Games:1, Software:1
AFSOADQ6ZGX6GTT5LWFKABAPVLGA	Video_Games:1
AFSP4K4T5WBMQ3ZMDZ46QWLVQVBQ	Video_Games:1, Software:1
AFSQODWB3COZA3NW445UC3QG6KHQ	Video_Games:1, Software:1
AFSQYNVKFMP3WWNXTFTNBFNU3EOA	All_Beauty:15
AFSTIRRJIOSZGAASDKTB2GQH2UOQ	Video_Games:1, Software:1
AFSU2WP64PLAYHJKRHORUICXFFCA	Digital_Music:4
AFSXHCNAABGGAWQMHNVMHVVFTKCQ	Video_Games:1
AFSYEOBTC3ULN3DGKABPFR6FIWQQ	All_Beauty:15
AFT3PVSLHR7KPLSFPJTYJGFZZEZQ	Video_Games:1, Software:1
AFT55RTC3WI2OGPDK6ZZLQOVJFZA	Video_Games:1, Software:1
AFT5J6QOJXIGZWFLXKAW6DEDYKVA	Video_Games:1, Software:1
AFTCL2WPSSUILPX4AGK2KFG2X7FQ	Health_and_Personal_Care:5, Video_Games:1
AFTCL4ZWMPTPHNGFDXGWXKLPHUSQ	Digital_Music:9
AFTG5BH55VNNLVDRJAVRW4UTECJQ	Digital_Music:8
AFTJ4C6AVWJSOPT3NKUX5JQJDUKA	Video_Games:3, Software:3
AFTJ7XQN2EIELHARUBBL6Y7L65DA	All_Beauty:10, Health_and_Personal_Care:19, Video_Games:2
AFTJFMUUFFOUTIIOXEZUUN7ADKJQ	Video_Games:1, Software:1
AFTJQ7BNOAUIXDFP6ARXMOJQUG7Q	Video_Games:1, Software:2
AFTLLHO4PXXOMHAJKJJ66BDV3TYQ	Video_Games:1, Software:1
AFTLU7LT2NGBLSE6W3MCNPNSBY5Q	Video_Games:1
AFTLUVGQWKW6XSQ5TB6UER5Q263A	All_Beauty:15
AFTLVWXFMN4BHDCGLTH7WC3ZKU5A	Video_Games:1, Software:1
AFTOJE6AK7BKAV235EC6K54BXXRA	Appliances:2
AFTSHLA7RZZ4BPPCOGIPU4QWGKMQ	Appliances:10
AFTTB5BCG75J5ILRNZLSHIK3YVIA	Software:1
AFTZWAK3ZHAPCNSOT5GCKQDECBTQ	Video_Games:1, Appliances:5
AFU4HTCG672MHACLOTUZPNJ3P4QA	Appliances:15
AFU6TQ6LMZ2JTGWXLCAOI256QZPA	Video_Games:1, Software:3
AFU6VGDL73Q26XXRTWURNIO26TIA	Digital_Music:8
AFU7PNRGO3XMOGSYPFCWG6A2WBUQ	Appliances:1
AFUBMCVI5J6G4F2RFQGTDRXLE6VQ	All_Beauty:10
AFUCEDBP6UT3BHL7HFU2KTOWIU4A	Video_Games:1, Software:1
AFUEUU6T3FKKXUWEGMYXXKXHPT7Q	Video_Games:2, Software:4
AFUGYVMYOCVBYOG4WZ4RAT47XXGA	Video_Games:1
AFUHEHDCLWEXJYKRPLYPJLUM7X6A	Video_Games:1
AFUHYPWYWRIIVVGCEYAIWH5GBMUQ	Video_Games:1, Software:1
AFUIH7SGD7WIKICJHLLK33JWMDPA	Digital_Music:8
AFUIHXHRL5RTLKY32WVKWGPZWGTA	Appliances:11
AFUIYKCNJHYEBACBS26HWRLZ4L3Q	Digital_Music:9
AFUKJL5CV3KFAEZJ4NW2I66ZOPXA	Video_Games:1
AFULMWB2TMJDTK3P6KSV5Y6K6LZA	Video_Games:1, Software:1
AFUNTTQHT7DCP4AAMAASMKQVB6RA	Video_Games:1, Software:1
AFUNUNBPGAML3VCYIANGF3FIH57Q	All_Beauty:12
AFUP6KLGIBDHHSURS52WCB3TDSTQ	Video_Games:1, Software:1
AFUPVFE3JCVMFKNBQYRGBSDZIZZA	Digital_Music:9
AFUSWNVA72MMWHGYWJ652SYX2JJQ	Health_and_Personal_Care:5, Software:1
AFUTD7XO2GYHMNNLKEI2IVZ2VHDA	Video_Games:1
AFUWF5DARSSBPDLHSY67Q3LCI54Q	All_Beauty:11, Health_and_Personal_Care:10
AFUWNTVLJ2HHPA3GBYCGBDNUMGXA	Software:1, Appliances:5
AFV2ZPCHOJKOCH63CUJT245XIKZQ	Video_Games:1, Software:1
AFV5LXL7FGXVCSY7T7OGCLWPXVMQ	Video_Games:1, Software:1
AFV7SZ354LEJCJZAAXA4AN56VVEA	Video_Games:2, Software:3
AFVAUF5XDUB2H6MA2ND3VFEO5E2Q	Appliances:15
AFVFXXUOVGXAQRCUAF2J3TRZWKNA	Video_Games:1
AFVG6W2JQOK4I6L5OFTRFXPB7TMQ	Video_Games:4, Software:3
AFVLOFOSVBMJDAWN6JK7C6BX7QGA	Video_Games:3
AFVN6NZ6LHNACYZHIZWB5LRFWK5Q	Video_Games:1, Software:1
AFVNK27OKUAMOI7ZBYRTC4LBRHUQ	Appliances:15
AFVOC35ZNUW7EX5JXXOWAN4VR34A	Video_Games:1, Software:1
AFVOZ4UNUZKEQ7GTQ3IHQY7PZ5FA_1	All_Beauty:11, Health_and_Personal_Care:37
AFVQFT7ZN37LWO6GVF26ASNWUQ6Q	Video_Games:1, Software:1
AFVSWUUY2EIM5FVF7LZGCRRKQ2KA	Video_Games:1, Software:1
AFVT5ZQJ4P7EPGLUXSD7B2H3HWMA	Software:1
AFVTDD5DGOPSWN5L6HUIC3CDPBCQ	Appliances:10
AFVV7CLXY43P3Z3F7SROBZATZVSQ	All_Beauty:11, Video_Games:1
AFVVEGO2FG5KK7ERTEYKTSWO4ETQ	Video_Games:1, Software:1
AFVXLKPALU2KH5GM5HIP2SDP67CA	Video_Games:1, Software:1
AFW2YBGVUD26UDOBDOGOCF3Z3YNA	Digital_Music:8
AFW3JNJH2AWJKYOLLAVYR4VZ4LSA	Video_Games:1
AFW7JQYT32PHQXUUJH5W3HC73DNA	Video_Games:1, Software:1
AFW7LVBSDB3VFPCXMAVXX6WIZZSQ	Digital_Music:9
AFWAICSWOHOHB56QGLGNSQEAYRHQ	Video_Games:1, Software:1
AFWC4Q2F3O5XBFJDF7DLZNXXKQRQ	Video_Games:1
AFWCQNO62DH3VKKPYRRIIW7XFX4Q	Video_Games:1, Software:1
AFWG4GN6FDMIJ4BWHDJWJATZUJVQ	Video_Games:2, Software:1
AFWHGLVCFTR5V2VAHE7VAW7JT72A	Digital_Music:9
AFWJUOZLQ5NRIMI34NJYXRO5MPMQ	Software:1
AFWKETK6LGIOLSPSKPPKEBNVPFPQ	Video_Games:2
AFWNNPAU5OQUXD7K5HO7JEEG5XMQ	Appliances:12
AFWP7IKXOJZD5VTXUOXBFPFD2ESQ	Video_Games:1, Software:1
AFWPB6GDKXH3446EFFHLMZOK7WGQ	Digital_Music:8
AFWSIPELLFKPV6WUXFKUBHCMSN6Q	Video_Games:1, Software:1
AFWSKB2W2TY3IEBC6E5774SNG4WQ	Appliances:10
AFWSX6J3BVHWV5KLNYIVNUBTN7MQ	All_Beauty:11, Video_Games:1
AFWTG5KZEI542BTLSOT3I7SGFMFA	Video_Games:1, Software:1, Appliances:5
AFWU6B2IYX2GCJM5NYWWW5ZLWK3Q	Digital_Music:9
AFWV734NERCRAB2OUFCUZKNDDBGQ	Video_Games:1, Software:1
AFWVN52MRBWOTIK7UGXBWGOY4HBA	All_Beauty:11, Health_and_Personal_Care:5
AFWXGBLWDOZWCYWACBUAISEG73TA	Health_and_Personal_Care:16, Software:1
AFX4626UHOQGZHNDMPP65VZ27CKA	Video_Games:1, Software:1
AFX66N7M5CI6TPVFK7VB7GEMNKLA	Digital_Music:9
AFX6ECW7HBJXWKMJXG22T4FKQLKA	Video_Games:1, Software:1
AFXA4I44KYAST2OMETQBFTDTJI2A	Video_Games:1, Software:1
AFXA4SHQBBOVGQZM3DC3AILIKOIA	Appliances:1
AFXDL24LYYN3YNUR7GE3D7YBYWDA	Video_Games:1, Software:1
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q	All_Beauty:11, Health_and_Personal_Care:31
AFXHOTN5CZRVNMMXVG5ESKJK3AJQ	Video_Games:1
AFXJYRYZD45KFQCXO6Z6MU2775UA	Video_Games:3, Software:3
AFXL65ISDBHR2DP7NROTUGMZAKIA	Health_and_Personal_Care:10
AFXLIQZ2JTZLSTS3PD2OZTGWHHOQ	Video_Games:1, Software:1
AFXLQBCDN5ZNSREFF5LNSVCI7SWA	Video_Games:1
AFXMJCVLRCGRAEC7P37FZHEB24UQ	Software:1, Appliances:5
AFXN2REUPMB7EHMVBG3F7SFDYYAA	Video_Games:1, Software:1
AFXSEW4HTZM6RBKF2DZAZQYJB6OQ	Video_Games:1, Software:1
AFXSTGSSICUYWA7FOPS2QK3WQ75A	All_Beauty:13
AFXSUYQ5X74XR2AS3TCAEIMCPFPQ	Video_Games:1
AFXTQM63MJYMEG37PTGWH2QMSG2Q	Appliances:15
AFXX4D3Q4HT3ALDV6NXAU7YUPZ6A	Appliances:12
AFXX535PSE2J7ZM7EVGNWDJHPK3A	Software:4
AFXX53FEYVZ2LZF7EWB3QACSQMRA	Video_Games:1
AFXXFGPSSW5YJMJRTRXV2UCUUNHA	Digital_Music:8
AFY3DF5ZXFAWH5ADLZPJYCW2IM2Q	Health_and_Personal_Care:1
AFY3RVHZ5HJQ7Z5NESMK4FCF3ZGA	Video_Games:1, Software:1
AFY6QMP27Z5U3JRERPKB2SDTYIEQ	Digital_Music:9
AFYC47PSR42JUEVQAK3U7YNP23AQ	Digital_Music:4
AFYCXLUHDEMJJYYWZAS4SRKZRAXQ	Digital_Music:8
AFYCZCWFENADZTSDQYNW5H2ROTOQ	Appliances:13
AFYDPZPN2GQNECLWYYVECGMXL2TA	Digital_Music:9
AFYECW6FL3ZOZAKLRJHWJW6UIFNA	Software:1
AFYFKYJKV2CQ3OEZRNQ7MTFGBSQA	Video_Games:1
AFYLJAPXW34IWSEHKT5CUAMCKAAA	Video_Games:1, Software:1
AFYLT57VP2WSVYBSYWDKGQRGKDCA	Video_Games:1, Software:1
AFYMWDF4ZRQTTQ4NCHNQV746JK2Q	Video_Games:1
AFYPG5RDNCRUHH25FW5WQRQ44BNA	Appliances:10
AFYPYJRLWS3YBRJACZ4Y7KLS7YQA	Appliances:11
AFYPZKZZTYUTPHNTDYK3S43MWM2Q	Video_Games:1
AFYQH7QVCV6BVHY5EQT7NNUMMEZA	Software:1, Appliances:5
AFYQIXJA7W3KGOQQ3PYKNH2BYRGA	Digital_Music:9
AFYQUH5IS2BNLIRDAU7IA3WM7Y6A	Digital_Music:9
AFYR4UVUTN7SKSUSYHW7LEPJFJTQ	Appliances:10
AFYS6XDOSWH2HM2ZDMIKFEYCTQYA	Software:1
AFYSHCJX77N6OZHBKFSTSYZGNJWQ	All_Beauty:15
AFYVEVGLQWK5SEF3CTUNCOSA7A6A	Video_Games:1, Software:1
AFYW542LEUS7KFSLUTVDL7O5MS5Q	Appliances:10
AFZ42SBIGAJHTV3TWNGMK6GCBP7A	Video_Games:1, Software:1
AFZ74FSC74LTHBNEFUXXQUQPGZ7A	Digital_Music:9
AFZAJHXHTI3GBL3ZQZYQH6X3ZP2A	Video_Games:4, Software:1
AFZBSTQE56UDNQHYBQPU64EMYEHQ	Video_Games:1, Software:1
AFZDKJMOCGD5KJ2TXWOZB5OAJO5A	All_Beauty:10
AFZDKJXS6NSKQYJHTJWKFSMDJMKA	Appliances:11
AFZEECIOESKME5FFJRCGR3K7YZWQ	Appliances:2
AFZGS7XLGLJFUSUWNX4XA6SGEZQA	All_Beauty:10, Health_and_Personal_Care:18
AFZHMJKTSSBKEF434GG2DG7NSH7A	Appliances:2
AFZIHXLLRIZYAZDRCGC3Z4DYUMQQ	All_Beauty:11, Video_Games:1
AFZK2TTQJHOQ37G75FLN4TJGZN6Q	Digital_Music:8
AFZKICTMU3ZXXFPM66Q3M3KQAYXA	Video_Games:1, Software:1
AFZLSA35JFLUEA7KZ7QFDR5ZWRYQ	Digital_Music:4
AFZMB2KMOMMR26XSKJBR5KYML6VQ	Video_Games:1
AFZNCEEZALLLHAOCNLNEAXA3RVRQ	Appliances:14
AFZQY67OVG3GWUFPZOT2LFX4V4EA	Video_Games:1
AFZUK3MTBIBEDQOPAK3OATUOUKLA	Health_and_Personal_Care:3, Software:2, Appliances:1
AFZW6S6YZI7PRMGHXPQQIXPWNE6A	Video_Games:4, Software:2
AFZW6T7AEF4C2RFFJ2R55O6XKMBA	Video_Games:1, Software:1
AG22CJWZUVZSM6DVVBQOJMW32ZCA	Clothing_Shoes_and_Jewelry:1, Software:1
AG22KULVEHUKK73GXUAVAR655PDA	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AG22LAQ7MM6ATENH65ZRALXMU4VA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AG22U3PSFUTAXOXH4P6DB4TGEQJQ	Clothing_Shoes_and_Jewelry:1, Software:4
AG22XFXATAZH2AUBT5ZJ2ERK4JPQ	Clothing_Shoes_and_Jewelry:2, Software:2
AG232W2DM5HHO6A4TWFKVY2PW5XQ	Clothing_Shoes_and_Jewelry:1, Software:1
AG23XIPG2DMXCSJKRGXPNCYAPV3Q	Clothing_Shoes_and_Jewelry:1, Software:1
AG25D6TMGFBNLZPHOKREFSY573UA	Clothing_Shoes_and_Jewelry:1, Software:1
AG26ALFP2SMY6OYYTH2Y3LUBNNMA	Clothing_Shoes_and_Jewelry:1, Software:1
